,center_point,envelope,Nome_Munic,geometry
1486,POINT (-36.065 -7.303),"POLYGON ((-36.089999999999996 -7.328, -36.04 -7.328, -36.04 -7.278, -36.089999999999996 -7.278, -36.089999999999996 -7.328))",Campina Grande,"POLYGON ((-36.089999999999996 -7.278, -36.04 -7.278, -36.04 -7.328, -36.089999999999996 -7.328, -36.089999999999996 -7.278))"
1487,POINT (-36.065 -7.253),"POLYGON ((-36.089999999999996 -7.2780000000000005, -36.04 -7.2780000000000005, -36.04 -7.228, -36.089999999999996 -7.228, -36.089999999999996 -7.2780000000000005))",Campina Grande,"POLYGON ((-36.089999999999996 -7.228, -36.04 -7.228, -36.04 -7.2780000000000005, -36.089999999999996 -7.2780000000000005, -36.089999999999996 -7.228))"
1488,POINT (-36.065 -7.203),"POLYGON ((-36.089999999999996 -7.228000000000001, -36.04 -7.228000000000001, -36.04 -7.178, -36.089999999999996 -7.178, -36.089999999999996 -7.228000000000001))",Campina Grande,"POLYGON ((-36.089999999999996 -7.178, -36.04 -7.178, -36.04 -7.228000000000001, -36.089999999999996 -7.228000000000001, -36.089999999999996 -7.178))"
1489,POINT (-36.065 -7.153),"POLYGON ((-36.089999999999996 -7.178, -36.04 -7.178, -36.04 -7.127999999999999, -36.089999999999996 -7.127999999999999, -36.089999999999996 -7.178))",Campina Grande,"POLYGON ((-36.089999999999996 -7.127999999999999, -36.04 -7.127999999999999, -36.04 -7.178, -36.089999999999996 -7.178, -36.089999999999996 -7.127999999999999))"
1490,POINT (-36.065 -7.103),"POLYGON ((-36.089999999999996 -7.128, -36.04 -7.128, -36.04 -7.077999999999999, -36.089999999999996 -7.077999999999999, -36.089999999999996 -7.128))",Pocinhos,"POLYGON ((-36.089999999999996 -7.077999999999999, -36.04 -7.077999999999999, -36.04 -7.128, -36.089999999999996 -7.128, -36.089999999999996 -7.077999999999999))"
1491,POINT (-36.065 -7.053),"POLYGON ((-36.089999999999996 -7.078, -36.04 -7.078, -36.04 -7.028, -36.089999999999996 -7.028, -36.089999999999996 -7.078))",Pocinhos,"POLYGON ((-36.089999999999996 -7.028, -36.04 -7.028, -36.04 -7.078, -36.089999999999996 -7.078, -36.089999999999996 -7.028))"
1492,POINT (-36.065 -7.003),"POLYGON ((-36.089999999999996 -7.0280000000000005, -36.04 -7.0280000000000005, -36.04 -6.978, -36.089999999999996 -6.978, -36.089999999999996 -7.0280000000000005))",Pocinhos,"POLYGON ((-36.089999999999996 -6.978, -36.04 -6.978, -36.04 -7.0280000000000005, -36.089999999999996 -7.0280000000000005, -36.089999999999996 -6.978))"
1493,POINT (-36.065 -6.953),"POLYGON ((-36.089999999999996 -6.978000000000001, -36.04 -6.978000000000001, -36.04 -6.928, -36.089999999999996 -6.928, -36.089999999999996 -6.978000000000001))",Algodão de Jandaíra,"POLYGON ((-36.089999999999996 -6.928, -36.04 -6.928, -36.04 -6.978000000000001, -36.089999999999996 -6.978000000000001, -36.089999999999996 -6.928))"
1494,POINT (-36.065 -6.903),"POLYGON ((-36.089999999999996 -6.928, -36.04 -6.928, -36.04 -6.877999999999999, -36.089999999999996 -6.877999999999999, -36.089999999999996 -6.928))",Algodão de Jandaíra,"POLYGON ((-36.089999999999996 -6.877999999999999, -36.04 -6.877999999999999, -36.04 -6.928, -36.089999999999996 -6.928, -36.089999999999996 -6.877999999999999))"
1495,POINT (-36.065 -6.853),"POLYGON ((-36.089999999999996 -6.878, -36.04 -6.878, -36.04 -6.827999999999999, -36.089999999999996 -6.827999999999999, -36.089999999999996 -6.878))",Barra de Santa Rosa,"POLYGON ((-36.089999999999996 -6.827999999999999, -36.04 -6.827999999999999, -36.04 -6.878, -36.089999999999996 -6.878, -36.089999999999996 -6.827999999999999))"
1496,POINT (-36.065 -6.803),"POLYGON ((-36.089999999999996 -6.828, -36.04 -6.828, -36.04 -6.778, -36.089999999999996 -6.778, -36.089999999999996 -6.828))",Barra de Santa Rosa,"POLYGON ((-36.089999999999996 -6.778, -36.04 -6.778, -36.04 -6.828, -36.089999999999996 -6.828, -36.089999999999996 -6.778))"
1497,POINT (-36.065 -6.753),"POLYGON ((-36.089999999999996 -6.7780000000000005, -36.04 -6.7780000000000005, -36.04 -6.728, -36.089999999999996 -6.728, -36.089999999999996 -6.7780000000000005))",Barra de Santa Rosa,"POLYGON ((-36.089999999999996 -6.728, -36.04 -6.728, -36.04 -6.7780000000000005, -36.089999999999996 -6.7780000000000005, -36.089999999999996 -6.728))"
1498,POINT (-36.065 -6.703),"POLYGON ((-36.089999999999996 -6.728000000000001, -36.04 -6.728000000000001, -36.04 -6.678, -36.089999999999996 -6.678, -36.089999999999996 -6.728000000000001))",Barra de Santa Rosa,"POLYGON ((-36.089999999999996 -6.678, -36.04 -6.678, -36.04 -6.728000000000001, -36.089999999999996 -6.728000000000001, -36.089999999999996 -6.678))"
1499,POINT (-36.065 -6.653),"POLYGON ((-36.089999999999996 -6.678, -36.04 -6.678, -36.04 -6.627999999999999, -36.089999999999996 -6.627999999999999, -36.089999999999996 -6.678))",Barra de Santa Rosa,"POLYGON ((-36.089999999999996 -6.627999999999999, -36.04 -6.627999999999999, -36.04 -6.678, -36.089999999999996 -6.678, -36.089999999999996 -6.627999999999999))"
1500,POINT (-36.065 -6.603),"POLYGON ((-36.089999999999996 -6.628, -36.04 -6.628, -36.04 -6.577999999999999, -36.089999999999996 -6.577999999999999, -36.089999999999996 -6.628))",Cuité,"POLYGON ((-36.089999999999996 -6.577999999999999, -36.04 -6.577999999999999, -36.04 -6.628, -36.089999999999996 -6.628, -36.089999999999996 -6.577999999999999))"
1501,POINT (-36.065 -6.553),"POLYGON ((-36.089999999999996 -6.578, -36.04 -6.578, -36.04 -6.528, -36.089999999999996 -6.528, -36.089999999999996 -6.578))",Cuité,"POLYGON ((-36.089999999999996 -6.528, -36.04 -6.528, -36.04 -6.578, -36.089999999999996 -6.578, -36.089999999999996 -6.528))"
1502,POINT (-36.065 -6.503),"POLYGON ((-36.089999999999996 -6.5280000000000005, -36.04 -6.5280000000000005, -36.04 -6.478, -36.089999999999996 -6.478, -36.089999999999996 -6.5280000000000005))",Cuité,"POLYGON ((-36.089999999999996 -6.478, -36.04 -6.478, -36.04 -6.5280000000000005, -36.089999999999996 -6.5280000000000005, -36.089999999999996 -6.478))"
1503,POINT (-36.065 -6.453),"POLYGON ((-36.089999999999996 -6.478000000000001, -36.04 -6.478000000000001, -36.04 -6.428, -36.089999999999996 -6.428, -36.089999999999996 -6.478000000000001))",Cuité,"POLYGON ((-36.05091999999786 -6.431799999998475, -36.04 -6.440864951854075, -36.04 -6.478000000000001, -36.089999999999996 -6.478000000000001, -36.089999999999996 -6.428, -36.052736036443676 -6.428, -36.05091999999786 -6.431799999998475))"
1504,POINT (-36.065 -6.403),"POLYGON ((-36.089999999999996 -6.428, -36.04 -6.428, -36.04 -6.377999999999999, -36.089999999999996 -6.377999999999999, -36.089999999999996 -6.428))",Cuité,"POLYGON ((-36.08640999999807 -6.415439999998853, -36.079679999998916 -6.404789999998684, -36.07237999999779 -6.410019999999349, -36.07342999999855 -6.414469999997891, -36.06688999999824 -6.41468999999779, -36.06140999999843 -6.409849999998187, -36.052736036443676 -6.428, -36.089999999999996 -6.428, -36.089999999999996 -6.417112264956629, -36.08640999999807 -6.415439999998853))"
1505,POINT (-36.015 -7.803),"POLYGON ((-36.04 -7.828, -35.99 -7.828, -35.99 -7.778, -36.04 -7.778, -36.04 -7.828))",Alcantil,"POLYGON ((-35.992419999998674 -7.800049999998009, -35.99788999999873 -7.813349999998536, -36.002959999997984 -7.812419999998383, -36.02125999999771 -7.809829999998328, -36.03507999999783 -7.795779999998558, -36.04 -7.794192295916426, -36.04 -7.778, -35.99 -7.778, -35.99 -7.800325081721727, -35.992419999998674 -7.800049999998009))"
1506,POINT (-36.015 -7.753),"POLYGON ((-36.04 -7.7780000000000005, -35.99 -7.7780000000000005, -35.99 -7.728, -36.04 -7.728, -36.04 -7.7780000000000005))",Alcantil,"POLYGON ((-36.04 -7.728, -35.99 -7.728, -35.99 -7.7780000000000005, -36.04 -7.7780000000000005, -36.04 -7.728))"
1507,POINT (-36.015 -7.703),"POLYGON ((-36.04 -7.728000000000001, -35.99 -7.728000000000001, -35.99 -7.678, -36.04 -7.678, -36.04 -7.728000000000001))",Alcantil,"POLYGON ((-36.04 -7.678, -35.99 -7.678, -35.99 -7.728000000000001, -36.04 -7.728000000000001, -36.04 -7.678))"
1508,POINT (-36.015 -7.653),"POLYGON ((-36.04 -7.678, -35.99 -7.678, -35.99 -7.627999999999999, -36.04 -7.627999999999999, -36.04 -7.678))",Alcantil,"POLYGON ((-36.04 -7.627999999999999, -35.99 -7.627999999999999, -35.99 -7.678, -36.04 -7.678, -36.04 -7.627999999999999))"
1509,POINT (-36.015 -7.603),"POLYGON ((-36.04 -7.628, -35.99 -7.628, -35.99 -7.577999999999999, -36.04 -7.577999999999999, -36.04 -7.628))",Alcantil,"POLYGON ((-36.04 -7.577999999999999, -35.99 -7.577999999999999, -35.99 -7.628, -36.04 -7.628, -36.04 -7.577999999999999))"
1510,POINT (-36.015 -7.553),"POLYGON ((-36.04 -7.578, -35.99 -7.578, -35.99 -7.528, -36.04 -7.528, -36.04 -7.578))",Barra de Santana,"POLYGON ((-36.04 -7.528, -35.99 -7.528, -35.99 -7.578, -36.04 -7.578, -36.04 -7.528))"
1511,POINT (-36.015 -7.503),"POLYGON ((-36.04 -7.5280000000000005, -35.99 -7.5280000000000005, -35.99 -7.478, -36.04 -7.478, -36.04 -7.5280000000000005))",Barra de Santana,"POLYGON ((-36.04 -7.478, -35.99 -7.478, -35.99 -7.5280000000000005, -36.04 -7.5280000000000005, -36.04 -7.478))"
1512,POINT (-36.015 -7.453),"POLYGON ((-36.04 -7.478000000000001, -35.99 -7.478000000000001, -35.99 -7.428, -36.04 -7.428, -36.04 -7.478000000000001))",Barra de Santana,"POLYGON ((-36.04 -7.428, -35.99 -7.428, -35.99 -7.478000000000001, -36.04 -7.478000000000001, -36.04 -7.428))"
1513,POINT (-36.015 -7.403),"POLYGON ((-36.04 -7.428, -35.99 -7.428, -35.99 -7.377999999999999, -36.04 -7.377999999999999, -36.04 -7.428))",Campina Grande,"POLYGON ((-36.04 -7.377999999999999, -35.99 -7.377999999999999, -35.99 -7.428, -36.04 -7.428, -36.04 -7.377999999999999))"
1514,POINT (-36.015 -7.353),"POLYGON ((-36.04 -7.378, -35.99 -7.378, -35.99 -7.327999999999999, -36.04 -7.327999999999999, -36.04 -7.378))",Campina Grande,"POLYGON ((-36.04 -7.327999999999999, -35.99 -7.327999999999999, -35.99 -7.378, -36.04 -7.378, -36.04 -7.327999999999999))"
1515,POINT (-36.015 -7.303),"POLYGON ((-36.04 -7.328, -35.99 -7.328, -35.99 -7.278, -36.04 -7.278, -36.04 -7.328))",Campina Grande,"POLYGON ((-36.04 -7.278, -35.99 -7.278, -35.99 -7.328, -36.04 -7.328, -36.04 -7.278))"
1516,POINT (-36.015 -7.253),"POLYGON ((-36.04 -7.2780000000000005, -35.99 -7.2780000000000005, -35.99 -7.228, -36.04 -7.228, -36.04 -7.2780000000000005))",Campina Grande,"POLYGON ((-36.04 -7.228, -35.99 -7.228, -35.99 -7.2780000000000005, -36.04 -7.2780000000000005, -36.04 -7.228))"
1517,POINT (-36.015 -7.203),"POLYGON ((-36.04 -7.228000000000001, -35.99 -7.228000000000001, -35.99 -7.178, -36.04 -7.178, -36.04 -7.228000000000001))",Campina Grande,"POLYGON ((-36.04 -7.178, -35.99 -7.178, -35.99 -7.228000000000001, -36.04 -7.228000000000001, -36.04 -7.178))"
1518,POINT (-36.015 -7.153),"POLYGON ((-36.04 -7.178, -35.99 -7.178, -35.99 -7.127999999999999, -36.04 -7.127999999999999, -36.04 -7.178))",Campina Grande,"POLYGON ((-36.04 -7.127999999999999, -35.99 -7.127999999999999, -35.99 -7.178, -36.04 -7.178, -36.04 -7.127999999999999))"
1519,POINT (-36.015 -7.103),"POLYGON ((-36.04 -7.128, -35.99 -7.128, -35.99 -7.077999999999999, -36.04 -7.077999999999999, -36.04 -7.128))",Pocinhos,"POLYGON ((-36.04 -7.077999999999999, -35.99 -7.077999999999999, -35.99 -7.128, -36.04 -7.128, -36.04 -7.077999999999999))"
1520,POINT (-36.015 -7.053),"POLYGON ((-36.04 -7.078, -35.99 -7.078, -35.99 -7.028, -36.04 -7.028, -36.04 -7.078))",Pocinhos,"POLYGON ((-36.04 -7.028, -35.99 -7.028, -35.99 -7.078, -36.04 -7.078, -36.04 -7.028))"
1521,POINT (-36.015 -7.003),"POLYGON ((-36.04 -7.0280000000000005, -35.99 -7.0280000000000005, -35.99 -6.978, -36.04 -6.978, -36.04 -7.0280000000000005))",Pocinhos,"POLYGON ((-36.04 -6.978, -35.99 -6.978, -35.99 -7.0280000000000005, -36.04 -7.0280000000000005, -36.04 -6.978))"
1522,POINT (-36.015 -6.953),"POLYGON ((-36.04 -6.978000000000001, -35.99 -6.978000000000001, -35.99 -6.928, -36.04 -6.928, -36.04 -6.978000000000001))",Algodão de Jandaíra,"POLYGON ((-36.04 -6.928, -35.99 -6.928, -35.99 -6.978000000000001, -36.04 -6.978000000000001, -36.04 -6.928))"
1523,POINT (-36.015 -6.903),"POLYGON ((-36.04 -6.928, -35.99 -6.928, -35.99 -6.877999999999999, -36.04 -6.877999999999999, -36.04 -6.928))",Algodão de Jandaíra,"POLYGON ((-36.04 -6.877999999999999, -35.99 -6.877999999999999, -35.99 -6.928, -36.04 -6.928, -36.04 -6.877999999999999))"
1524,POINT (-36.015 -6.853),"POLYGON ((-36.04 -6.878, -35.99 -6.878, -35.99 -6.827999999999999, -36.04 -6.827999999999999, -36.04 -6.878))",Algodão de Jandaíra,"POLYGON ((-36.04 -6.827999999999999, -35.99 -6.827999999999999, -35.99 -6.878, -36.04 -6.878, -36.04 -6.827999999999999))"
1525,POINT (-36.015 -6.803),"POLYGON ((-36.04 -6.828, -35.99 -6.828, -35.99 -6.778, -36.04 -6.778, -36.04 -6.828))",Barra de Santa Rosa,"POLYGON ((-36.04 -6.778, -35.99 -6.778, -35.99 -6.828, -36.04 -6.828, -36.04 -6.778))"
1526,POINT (-36.015 -6.753),"POLYGON ((-36.04 -6.7780000000000005, -35.99 -6.7780000000000005, -35.99 -6.728, -36.04 -6.728, -36.04 -6.7780000000000005))",Barra de Santa Rosa,"POLYGON ((-36.04 -6.728, -35.99 -6.728, -35.99 -6.7780000000000005, -36.04 -6.7780000000000005, -36.04 -6.728))"
1527,POINT (-36.015 -6.703),"POLYGON ((-36.04 -6.728000000000001, -35.99 -6.728000000000001, -35.99 -6.678, -36.04 -6.678, -36.04 -6.728000000000001))",Barra de Santa Rosa,"POLYGON ((-36.04 -6.678, -35.99 -6.678, -35.99 -6.728000000000001, -36.04 -6.728000000000001, -36.04 -6.678))"
1528,POINT (-36.015 -6.653),"POLYGON ((-36.04 -6.678, -35.99 -6.678, -35.99 -6.627999999999999, -36.04 -6.627999999999999, -36.04 -6.678))",Barra de Santa Rosa,"POLYGON ((-36.04 -6.627999999999999, -35.99 -6.627999999999999, -35.99 -6.678, -36.04 -6.678, -36.04 -6.627999999999999))"
1529,POINT (-36.015 -6.603),"POLYGON ((-36.04 -6.628, -35.99 -6.628, -35.99 -6.577999999999999, -36.04 -6.577999999999999, -36.04 -6.628))",Barra de Santa Rosa,"POLYGON ((-36.04 -6.577999999999999, -35.99 -6.577999999999999, -35.99 -6.628, -36.04 -6.628, -36.04 -6.577999999999999))"
1530,POINT (-36.015 -6.553),"POLYGON ((-36.04 -6.578, -35.99 -6.578, -35.99 -6.528, -36.04 -6.528, -36.04 -6.578))",Cuité,"POLYGON ((-36.04 -6.528, -35.99 -6.528, -35.99 -6.578, -36.04 -6.578, -36.04 -6.528))"
1531,POINT (-36.015 -6.503),"POLYGON ((-36.04 -6.5280000000000005, -35.99 -6.5280000000000005, -35.99 -6.478, -36.04 -6.478, -36.04 -6.5280000000000005))",Cuité,"POLYGON ((-36.005019999998694 -6.480649999997695, -35.99 -6.484911992777852, -35.99 -6.5280000000000005, -36.04 -6.5280000000000005, -36.04 -6.478, -36.00583569678228 -6.478, -36.005019999998694 -6.480649999997695))"
1532,POINT (-36.015 -6.453),"POLYGON ((-36.04 -6.478000000000001, -35.99 -6.478000000000001, -35.99 -6.428, -36.04 -6.428, -36.04 -6.478000000000001))",Cuité,"POLYGON ((-36.036379999997735 -6.443869999999151, -36.012949999998455 -6.454639999998108, -36.00800999999774 -6.464719999998124, -36.0118799999982 -6.47353, -36.00702999999885 -6.474119999998948, -36.00583569678228 -6.478000000000001, -36.04 -6.478000000000001, -36.04 -6.440864951854075, -36.036379999997735 -6.443869999999151))"
1533,POINT (-35.965 -7.803),"POLYGON ((-35.99 -7.828, -35.940000000000005 -7.828, -35.940000000000005 -7.778, -35.99 -7.778, -35.99 -7.828))",Santa Cecília,"POLYGON ((-35.943019999998796 -7.78957999999875, -35.95868999999766 -7.786849999998594, -35.96962999999778 -7.789049999999406, -35.97895999999855 -7.801579999999376, -35.99 -7.800325081721727, -35.99 -7.778, -35.940000000000005 -7.778, -35.940000000000005 -7.787973371537472, -35.943019999998796 -7.78957999999875))"
1534,POINT (-35.965 -7.753),"POLYGON ((-35.99 -7.7780000000000005, -35.940000000000005 -7.7780000000000005, -35.940000000000005 -7.728, -35.99 -7.728, -35.99 -7.7780000000000005))",Alcantil,"POLYGON ((-35.99 -7.728, -35.940000000000005 -7.728, -35.940000000000005 -7.7780000000000005, -35.99 -7.7780000000000005, -35.99 -7.728))"
1535,POINT (-35.965 -7.703),"POLYGON ((-35.99 -7.728000000000001, -35.940000000000005 -7.728000000000001, -35.940000000000005 -7.678, -35.99 -7.678, -35.99 -7.728000000000001))",Alcantil,"POLYGON ((-35.99 -7.678, -35.940000000000005 -7.678, -35.940000000000005 -7.728000000000001, -35.99 -7.728000000000001, -35.99 -7.678))"
1536,POINT (-35.965 -7.653),"POLYGON ((-35.99 -7.678, -35.940000000000005 -7.678, -35.940000000000005 -7.627999999999999, -35.99 -7.627999999999999, -35.99 -7.678))",Alcantil,"POLYGON ((-35.99 -7.627999999999999, -35.940000000000005 -7.627999999999999, -35.940000000000005 -7.678, -35.99 -7.678, -35.99 -7.627999999999999))"
1537,POINT (-35.965 -7.603),"POLYGON ((-35.99 -7.628, -35.940000000000005 -7.628, -35.940000000000005 -7.577999999999999, -35.99 -7.577999999999999, -35.99 -7.628))",Alcantil,"POLYGON ((-35.99 -7.577999999999999, -35.940000000000005 -7.577999999999999, -35.940000000000005 -7.628, -35.99 -7.628, -35.99 -7.577999999999999))"
1538,POINT (-35.965 -7.553),"POLYGON ((-35.99 -7.578, -35.940000000000005 -7.578, -35.940000000000005 -7.528, -35.99 -7.528, -35.99 -7.578))",Barra de Santana,"POLYGON ((-35.99 -7.528, -35.940000000000005 -7.528, -35.940000000000005 -7.578, -35.99 -7.578, -35.99 -7.528))"
1539,POINT (-35.965 -7.503),"POLYGON ((-35.99 -7.5280000000000005, -35.940000000000005 -7.5280000000000005, -35.940000000000005 -7.478, -35.99 -7.478, -35.99 -7.5280000000000005))",Barra de Santana,"POLYGON ((-35.99 -7.478, -35.940000000000005 -7.478, -35.940000000000005 -7.5280000000000005, -35.99 -7.5280000000000005, -35.99 -7.478))"
1540,POINT (-35.965 -7.453),"POLYGON ((-35.99 -7.478000000000001, -35.940000000000005 -7.478000000000001, -35.940000000000005 -7.428, -35.99 -7.428, -35.99 -7.478000000000001))",Barra de Santana,"POLYGON ((-35.99 -7.428, -35.940000000000005 -7.428, -35.940000000000005 -7.478000000000001, -35.99 -7.478000000000001, -35.99 -7.428))"
1541,POINT (-35.965 -7.403),"POLYGON ((-35.99 -7.428, -35.940000000000005 -7.428, -35.940000000000005 -7.377999999999999, -35.99 -7.377999999999999, -35.99 -7.428))",Queimadas,"POLYGON ((-35.99 -7.377999999999999, -35.940000000000005 -7.377999999999999, -35.940000000000005 -7.428, -35.99 -7.428, -35.99 -7.377999999999999))"
1542,POINT (-35.965 -7.353),"POLYGON ((-35.99 -7.378, -35.940000000000005 -7.378, -35.940000000000005 -7.327999999999999, -35.99 -7.327999999999999, -35.99 -7.378))",Campina Grande,"POLYGON ((-35.99 -7.327999999999999, -35.940000000000005 -7.327999999999999, -35.940000000000005 -7.378, -35.99 -7.378, -35.99 -7.327999999999999))"
1543,POINT (-35.965 -7.303),"POLYGON ((-35.99 -7.328, -35.940000000000005 -7.328, -35.940000000000005 -7.278, -35.99 -7.278, -35.99 -7.328))",Campina Grande,"POLYGON ((-35.99 -7.278, -35.940000000000005 -7.278, -35.940000000000005 -7.328, -35.99 -7.328, -35.99 -7.278))"
1544,POINT (-35.965 -7.253),"POLYGON ((-35.99 -7.2780000000000005, -35.940000000000005 -7.2780000000000005, -35.940000000000005 -7.228, -35.99 -7.228, -35.99 -7.2780000000000005))",Campina Grande,"POLYGON ((-35.99 -7.228, -35.940000000000005 -7.228, -35.940000000000005 -7.2780000000000005, -35.99 -7.2780000000000005, -35.99 -7.228))"
1545,POINT (-35.965 -7.203),"POLYGON ((-35.99 -7.228000000000001, -35.940000000000005 -7.228000000000001, -35.940000000000005 -7.178, -35.99 -7.178, -35.99 -7.228000000000001))",Campina Grande,"POLYGON ((-35.99 -7.178, -35.940000000000005 -7.178, -35.940000000000005 -7.228000000000001, -35.99 -7.228000000000001, -35.99 -7.178))"
1546,POINT (-35.965 -7.153),"POLYGON ((-35.99 -7.178, -35.940000000000005 -7.178, -35.940000000000005 -7.127999999999999, -35.99 -7.127999999999999, -35.99 -7.178))",Campina Grande,"POLYGON ((-35.99 -7.127999999999999, -35.940000000000005 -7.127999999999999, -35.940000000000005 -7.178, -35.99 -7.178, -35.99 -7.127999999999999))"
1547,POINT (-35.965 -7.103),"POLYGON ((-35.99 -7.128, -35.940000000000005 -7.128, -35.940000000000005 -7.077999999999999, -35.99 -7.077999999999999, -35.99 -7.128))",Montadas,"POLYGON ((-35.99 -7.077999999999999, -35.940000000000005 -7.077999999999999, -35.940000000000005 -7.128, -35.99 -7.128, -35.99 -7.077999999999999))"
1548,POINT (-35.965 -7.053),"POLYGON ((-35.99 -7.078, -35.940000000000005 -7.078, -35.940000000000005 -7.028, -35.99 -7.028, -35.99 -7.078))",Areial,"POLYGON ((-35.99 -7.028, -35.940000000000005 -7.028, -35.940000000000005 -7.078, -35.99 -7.078, -35.99 -7.028))"
1549,POINT (-35.965 -7.003),"POLYGON ((-35.99 -7.0280000000000005, -35.940000000000005 -7.0280000000000005, -35.940000000000005 -6.978, -35.99 -6.978, -35.99 -7.0280000000000005))",Areial,"POLYGON ((-35.99 -6.978, -35.940000000000005 -6.978, -35.940000000000005 -7.0280000000000005, -35.99 -7.0280000000000005, -35.99 -6.978))"
1550,POINT (-35.965 -6.953),"POLYGON ((-35.99 -6.978000000000001, -35.940000000000005 -6.978000000000001, -35.940000000000005 -6.928, -35.99 -6.928, -35.99 -6.978000000000001))",Algodão de Jandaíra,"POLYGON ((-35.99 -6.928, -35.940000000000005 -6.928, -35.940000000000005 -6.978000000000001, -35.99 -6.978000000000001, -35.99 -6.928))"
1551,POINT (-35.965 -6.903),"POLYGON ((-35.99 -6.928, -35.940000000000005 -6.928, -35.940000000000005 -6.877999999999999, -35.99 -6.877999999999999, -35.99 -6.928))",Algodão de Jandaíra,"POLYGON ((-35.99 -6.877999999999999, -35.940000000000005 -6.877999999999999, -35.940000000000005 -6.928, -35.99 -6.928, -35.99 -6.877999999999999))"
